Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
It would be so wonderful if there were many more episodes like this one This is so cute and I could watch it all day It really brings me in a good mood Please make more like this ,day,39,14,1,0.02564102564102564,0.07142857142857142,1
Girl screams BAD DOG instead of getting her hamsterguinea pig,,10,6,0,0,0.0,0
MY GAWD ITS COLORED NOW I USED TO WATCH THIS YEARS AGO CANT BELIEVE IM SO LATE ,,18,18,0,0,0.0,0
OMG in colors,,3,2,0,0,0.0,0
"I LOOOOOVE SIMONS CAT 
Ps Please make more coloured videos",,10,8,0,0,0.0,0
This has been in my recommended for TOO LONG,,9,4,0,0,0.0,0
Simon blink twice if the cats are holding you hostage,,10,5,0,0,0.0,0
I just noticed that the gray cat is Gurty who is small and the white one is lucky but small,,20,9,0,0,0.0,0
1000 people dont understand hard work and dedication so they put a thumbs down,,14,8,0,0,0.0,0
*C   U   T   E*,,10,10,0,0,0.0,0
As a cat owner  this is spot on,,9,5,0,0,0.0,0
"Dang
Nearly 30 seconds into the video and we get gnomed 
R I P ",,14,9,0,0,0.0,0
*bad dog no no no bad doooooog*,,7,4,0,0,0.0,0
"Dude the colors the perspective everythings made to feel so comfortable to watch So lovely 
Simons so smart for that morning ritual on closing everything and careful",,27,15,0,0,0.0,0
623 A younger me when my dad wakes me up for school,,12,6,0,0,0.0,0
418 bird translation what the frick is that white thang doing,,11,6,0,0,0.0,0
Music was used VERY intelligently in this congratulations,,8,4,0,0,0.0,0
This is so mostly true The price of their medicine is more pricey than ours,,15,6,0,0,0.0,0
This needs to become a cartoon on the tv,,9,3,0,0,0.0,0
This is so cute and funny ,,7,4,0,0,0.0,0
Best cat ever except for my cats who act exactly the same as Simons cats,,15,6,0,0,0.0,0
Wow the animation is amazing  And the colors  Jeez good job,,13,10,0,0,0.0,0
Cats are a nightmare to take to the vet Its horrible,,11,5,0,0,0.0,0
"*Turns on captions*
Video MEOW
Me Brilliant",,5,4,0,0,0.0,0
Why isnt this a tv show,,6,3,0,0,0.0,0
I just love this Ive seen these so many times and I still watch them over and over Never gets old,,21,7,0,0,0.0,0
My friend recommended this channel to me because I recently got a cat  My cat watched w me  That whole waking up scene I was telling my cat OMG thats totally you,,34,19,0,0,0.0,0
"Like who wants more full movies
Simons cat is the best",,10,5,0,0,0.0,0
As a single guy with two cats this was astonishingly accurate to my experiences But after one of my cats brought in a dead bird as a gift of course I stopped letting them roam outside at night,,38,19,0,0,0.0,0
414 me when I hear my mum talking about me,,10,5,0,0,0.0,0
That is the best animation I have seen ,,9,5,0,0,0.0,0
God I wanna be Simons pet Greeting from China,,9,7,0,0,0.0,0
Oscars oscars oscars,,3,3,0,0,0.0,0
"The ending has got to be the best part
My cat use to do that but to my sister
I took care of him and as payment he tormented my sister with mice",,31,10,0,0,0.0,0
I have a cat that runs into walls,,8,4,0,0,0.0,0
"I really like how realistic the body language is
That sounded oddly specific but yknow",,14,9,0,0,0.0,0
Ms pelculas de simon s cat,de,6,5,1,0.16666666666666666,0.2,1
OMG Hes like a real cat I love it,,9,6,0,0,0.0,0
I couldnt stop laughing when he had the cats on his legs ,,13,5,0,0,0.0,0
Whoa Its the first movie that my daugther 15 year has watched until the end Cartoon on television watches only 2 minutes max D,,24,14,0,0,0.0,0
This video have a lot of work in the animation and how the music its sincroniced,,16,7,0,0,0.0,0
its so cute I love it,,6,3,0,0,0.0,0
I like the jokes on vet Giving some kind of a f***ng pill and asking load of money for that,,20,9,0,0,0.0,0
140 Same thing everyday with my cats lol,,8,6,0,0,0.0,0
I was just watching funny cat vines and now this YouTube knows I like cats,,15,8,0,0,0.0,0
The way the cat yeeted the catsup tho,,8,5,0,0,0.0,0
       ,,8,8,0,0,0.0,0
This turned out excellent Great job Simon  team  From everyone at Frederator,,14,11,0,0,0.0,0
Why is this so accurate,,5,2,0,0,0.0,0
Get this an oscar,,4,2,0,0,0.0,0
When cat going to the vet its look like they got sented to hell both reality and non reality was the same the cat expression was i dont want to die Please no Help me I dont want to go to the vet I dont want to die Noooooooooo,,49,21,0,0,0.0,0
The cat sounds a bit  like a dog If you listen carefully lmao,bit,14,10,1,0.07142857142857142,0.1,1
Ive loved simons cat long from when I was a kid and this was so cute I especially loved the part when Simon had to get the remote and the cats stayed on his legs XD,,36,16,0,0,0.0,0
This makes me so happy,,5,2,0,0,0.0,0
132 every morning litreally,,4,3,0,0,0.0,0
Love these videos of Simons cat They always make me laugh and that brightens my day Thanks so much for sharing ,day,22,11,1,0.045454545454545456,0.09090909090909091,1
That Grey little kitty looks so cute,,7,4,0,0,0.0,0
Im gettin so many Garfield vibes from this I love it,,11,6,0,0,0.0,0
As an owner of cats I felt so identified and I loved the video,felt,14,9,1,0.07142857142857142,0.1111111111111111,1
That man has one stretchy eye ball 140,,8,6,0,0,0.0,0
"Bee HALP ME EEE stings Simons cat
Cat HALP ME MY paw HURTS",,12,12,0,0,0.0,0
1114 tho ,,3,3,0,0,0.0,0
Getting a cat into a pet carrier is the most difficult thing owning a cat,,15,8,0,0,0.0,0
The nurse must be loving her job,,7,4,0,0,0.0,0
140 this is my catevery day0600,,6,3,0,0,0.0,0
God I hated taking the cats yo the vet Their cries of fear always made me cry,,17,10,0,0,0.0,0
Unrealistic Who watches TV these days,,6,5,0,0,0.0,0
"OMG I LOVE THIS D
plus this is bob  
he is sad because he wants cat
one like  one cat",,20,12,0,0,0.0,0
Ahh that cat is so cute and the grey one is so beautiful,,13,5,0,0,0.0,0
4760 mice that were put into simons mouth disliked,,9,5,0,0,0.0,0
I have 2 cats and so much of the behavior in here is very accurate Except for the end my cats are not that savage to me ,,28,9,0,0,0.0,0
619 this cat is a frickin savage,,7,4,0,0,0.0,0
Argh I love your animations so much  Any other cat owner would know the struggles of bringing a cat to the vet lol,,24,13,0,0,0.0,0
Aw This is so cute Great Job,,7,5,0,0,0.0,0
This reminds me of Garfield anyone else,,7,3,0,0,0.0,0
I wish vet appointments were as quick as they are in this vid,,13,5,0,0,0.0,0
841 *BAD DOOOOOOGG*,,3,3,0,0,0.0,0
Omgour cats do all of this Except the carrier  we actually leave the carrier out as part of the cat furniture 247 with a comfy towel and catnip inside They get used to it and nap in it and its much less hassle for vet visits,nap,47,19,1,0.02127659574468085,0.05263157894736842,1
Your channel is wonderful I love Simons cat Ive been watching it for 2 years Ive identified with my cats,,20,14,0,0,0.0,0
"624 Top 10 Anime battles 
XD",,6,6,0,0,0.0,0
Simon was trying to hook him up with that midnight snack lollll,hook,12,5,1,0.08333333333333333,0.2,1
I kept expecting the cat to wake up Simon with the baseball bat Also is this the first time anyone in a Simons Cat short spoke more than 12 words in English,,32,15,0,0,0.0,0
Of all the cartoons in the world yours is the one I could sit and watch all day  3,day,20,8,1,0.05,0.125,1
Love the ending tho,,4,2,0,0,0.0,0
Garfield well be jealous right now,,6,3,0,0,0.0,0
amazing jobb mate ur animation is so cutee,,8,6,0,0,0.0,0
I loved this,,3,2,0,0,0.0,0
Simons CatThe Movie,,3,3,0,0,0.0,0
   ,,4,4,0,0,0.0,0
This movie is super these colors are so beautiful ,,10,6,0,0,0.0,0
TRK KEDLER BURDAMI ,,4,4,0,0,0.0,0
The two cats remind me of my two cats They almost act exactly the same,,15,6,0,0,0.0,0
The grey cat is so cute,,6,4,0,0,0.0,0
Are they in england Cause the driver seat is on th left hand side,,14,8,0,0,0.0,0
OMG I havent watched you in awhile  it doesnt matter you always make me laugh out loud thanks for a great start to the day  Love you Simons  Cat and Kitten and Simon,day,36,20,1,0.027777777777777776,0.05,1
Who watch 2018,,3,3,0,0,0.0,0
746 why why why why why OOF why why,,9,2,0,0,0.0,0
My dad reccomend this and is the best recamindation ever,,10,5,0,0,0.0,0
The little cats movimient is so real it remind my little cat sorry for my English,,16,7,0,0,0.0,0
this is too close to home _,,7,2,0,0,0.0,0
Amazing work on this video The animation art style everything is fantastic Hard work surely pays off D,,18,13,0,0,0.0,0
"Off to the vet
So cuteeee i love this film naughty cat ",,12,8,0,0,0.0,0
Thats one savage cat cant help but love him 3,,10,7,0,0,0.0,0
834 who voiced that girl ,,6,4,0,0,0.0,0
Ooohhh they re really cute hahahaha,,6,3,0,0,0.0,0
"Its weird seeing Simon having you know skin coloured skin
But I love it especially the minor details like the gnomes fish swinging around a little in the beginning",,28,13,0,0,0.0,0
Damn Simon had this cat for 11 years,,8,5,0,0,0.0,0
"051
Did you hear his belly low",,6,4,0,0,0.0,0
OMG I love this ,,5,4,0,0,0.0,0
I love the colors and everything about it simons cat act like mine lol,,14,7,0,0,0.0,0
Someone should make a gif of that hamsters victory pose,,10,5,0,0,0.0,0
036 me when I got alot of homework,,8,4,0,0,0.0,0
When the cat broke the vase over Simons head LOL exactly what every cat would do if possible,,18,9,0,0,0.0,0
248 his face touches my phone shatter,,7,5,0,0,0.0,0
The ending ,,3,2,0,0,0.0,0
I would like to congratulate the entire team involved in this video It is without a doubt the best short film I have ever seen in my life Simons cat videos are very popular here in Brazil most of the people that are passionate about cats made me enjoy and share these little videos that reflect in a good mood how is the day to day with our kittens Simon Congratulations on your initiative and your creativity,"day, day",77,34,1,0.025974025974025976,0.058823529411764705,2
Why does this feel like the horrid Henrys house,,9,5,0,0,0.0,0
So accurate I always had a hard time getting my cat in its cage for the  vet Turning the Cage is the best way,,25,12,0,0,0.0,0
Que entretenido es el gatito y su amo  super linda la animacion los colores mi favorita hasta la musica es indicada  luego del trabajo siempre la veo  gracias,"su, mi",31,30,1,0.06451612903225806,0.06666666666666667,2
813 poor baby SOOO CUTE ,,6,6,0,0,0.0,0
i can see so much of my cats in yours One of mine is sleeping in the carrierbox as I watch this  I use it for fun things too like walkies and visits to the allotment so they like it ,,42,15,0,0,0.0,0
MEOW,,1,1,0,0,0.0,0
I thought that my cat was evil Yours is worse ,,11,7,0,0,0.0,0
"*So* *adorbs* 
And so relatable XP",,6,5,0,0,0.0,0
quem  br,,3,3,0,0,0.0,0
Love love LOVE EXCELLENT ILLUSTRATION AND THE COLOUR ENHANCE IT EVEN FURTHER,,12,12,0,0,0.0,0
I love cats,,3,3,0,0,0.0,0
I love this These animations are so sweet and the color is amazing,,13,7,0,0,0.0,0
I love these cartoons  I love Simons Cat  My Husband shared something on FB with this cartoon and I am hooked  All along I had it in my emojis  lol  Thanks so much  D,,40,26,0,0,0.0,0
I watched theses at school in class I love them Btw happy valentines,,13,10,0,0,0.0,0
I WATCHED THIS LAST YEAR DURING CLASS AND STARTED SCREAM LAUGHING AND I GOT IN SO MUCH TROUBLE AND MY FRIEND GOT HER PHONE TAKEN AWAY My favorite part  NO NO NO BAD DOG,,35,34,0,0,0.0,0
Wonderful animation,,2,2,0,0,0.0,0
This is really funny,,4,2,0,0,0.0,0
This is so good Full length and color are greatly appreciated More please,,13,8,0,0,0.0,0
The girl at the vet was so annoying  I hope that hamsters alright,,14,9,0,0,0.0,0
This short was great and in colour,,7,4,0,0,0.0,0
i love how the birds talk,,6,3,0,0,0.0,0
Man these were my childhood,,5,2,0,0,0.0,0
2  more if I had more thumbs ,,9,5,0,0,0.0,0
been looking forward to this for ages turned out amazingly you and your team should be so proud What a wholesome cartoon haha you should work along side Aardman with their Shaun the sheep series it would suit your style so well,,42,18,0,0,0.0,0
Wait wasnt this supposed to be uploaded in 2015,,9,4,0,0,0.0,0
Its so funny makes me wonder if its relatively true,,10,4,0,0,0.0,0
So cute ,,3,3,0,0,0.0,0
My cat has learned how to open my door Now when we have guests over he opens the door while I am using the restroom or while I am in my room getting dressed I have to confess my Viddar is the smartest cat I have ever met  ,,50,23,0,0,0.0,0
"This needs to become a tv show 
Like if you agree",,11,4,0,0,0.0,0
"  
",,3,3,0,0,0.0,0
How did simins cat manage to open a door,,9,6,0,0,0.0,0
GREAT  BRAVO  THANK YOU FROM CZECH REPUBLIC ,,10,10,0,0,0.0,0
I was honestly expecting the cat to wack the guy with a baseball bat like in Cat Man Do,,19,11,0,0,0.0,0
Love it Made me smile the entire time ,,9,6,0,0,0.0,0
OMG Simon is just like my Gizzy What a wonderful cartoon thank you so much for sharing,,17,7,0,0,0.0,0
Such a good artist and you got a new sub,,10,3,0,0,0.0,0
 12  ,,4,4,0,0,0.0,0
This is the Garfield of this generation,,7,3,0,0,0.0,0
"1 day later
So uh yeah I have a cat for sale Anyone interested",day,13,10,1,0.07692307692307693,0.1,1
Looooovvvvveeee it ,,3,2,0,0,0.0,0
This animation is so good,,5,3,0,0,0.0,0
I love this,,3,2,0,0,0.0,0
This is really cute I loved it,,7,4,0,0,0.0,0
Adoreiganhou uma nova inscrita ,,5,5,0,0,0.0,0
what a wonderful music,,4,2,0,0,0.0,0
I love these fullcolor versions I have been hooked on Simons Cat for years now  Thank you for making me laugh,,22,13,0,0,0.0,0
I would love another one of these movies,,8,3,0,0,0.0,0
He needs a girlfriend o boyfriend Now,,7,4,0,0,0.0,0
While he was sleeping I thought his legs werent hairy,,10,6,0,0,0.0,0
2019,,1,1,0,0,0.0,0
I love the ending,,4,2,0,0,0.0,0
What a cute video lots of work behind the scenes  Congratulation  The color is a nice bonus And the situations as real as ever when it comes to cat behavior  Lolll,,34,20,0,0,0.0,0
I having seen this in years I remember the cat throwing up a little ball,,15,7,0,0,0.0,0
BAD DAWG,,2,2,0,0,0.0,0
I remmeber when your first videos came out ,,9,4,0,0,0.0,0
I watch this video 10 years,,6,5,0,0,0.0,0
I loved the little detail of how the cats meows were interrupted by the bumps on the road,,18,8,0,0,0.0,0
Im going to have to subscribe because you did a good job,,12,5,0,0,0.0,0
The  cat hitting the bee,,6,5,0,0,0.0,0
0621 XD,,2,2,0,0,0.0,0
 ITS JUST LIKE MY CAT Plus its fat its funny or silly and it likes to go outside and play sometimes shell eat something  and this deserve to be in TV,,33,17,0,0,0.0,0
129 *meow intensifies*,,3,3,0,0,0.0,0
Lol ,,2,2,0,0,0.0,0
This is such a precious cartoon,,6,3,0,0,0.0,0
*WAKE UP YOU DAMN* *_HOOMAN_*,,5,5,0,0,0.0,0
Cat gets his revenge on his own Mouse in a mouth,,11,4,0,0,0.0,0
So so happy this finally came out So proud of you Simon,,12,5,0,0,0.0,0
"De base je lisais les BD de Simon
Maintenant il y a un dessin anim dessus X Il me fait tellement rire  
Basically I read Simons comics
Now there is a cartoon on it X It makes me laugh so much","je, les, de",40,27,1,0.075,0.1111111111111111,3
Thank you You have cats down perfect ,,8,5,0,0,0.0,0
All of that is so true everything,,7,2,0,0,0.0,0
Slow cat TV Perfect,,4,4,0,0,0.0,0
"Kitten is just so sweet and adorable
Edit 1 OH MY GOD 73 LIKES
Edit 2 YASSS 100 LIKES 
Edit 3 OMG OMG 398 LIKES TYSM GUYS
Edit 4 you guys are way too nice 520 god damn likes
Edit 5 WTH 605 LIKES I AM DYING OF PROUDNESS THANK YOU ALL FOR THE SUPPORT",damn,51,43,1,0.0196078431372549,0.023255813953488372,1
put a mouse in it,,5,1,0,0,0.0,0
    ,,5,5,0,0,0.0,0
Yesterday I took my cat  for veterinary medicine He was sick but now his much better,,17,9,0,0,0.0,0
810 and 1040 pretty accurate ,,6,5,0,0,0.0,0
Absolutely loved it So much fun to see a dayinthelife of the kitties instead of just a moment  those small touches  that its always raining when you have to go to the vet the cute posters at the doctors office that even when you THINK about taking kitty to the vet  he already KNOWS Good luck finding him ,,62,26,0,0,0.0,0
BAD DOOOOOOOOG,,2,2,0,0,0.0,0
041 you ben gnomd,,4,3,0,0,0.0,0
Very Funny and a A thumbs up liked for you,,10,4,0,0,0.0,0
The ending made me dying laughing,,6,3,0,0,0.0,0
Oh this is like Christmas And so unexpected I thought it would never come,,14,6,0,0,0.0,0
